id,selectedchoice,cost,orca_5,orca_10,orca_15,whale_50,whale_75,whale_100,otter_25,otter_50,otter_75,vessel_nc,vessel_mc,time_2,time_4,time_6,glacier_yes,grp,ana_otter_25,ana_otter_50,ana_otter_75,ana_orca_5,ana_orca_10,ana_orca_15,ana_glacier_yes,ana_cost_cost,ana_whale_50,ana_whale_75,ana_whale_100,ana_time_2,ana_time_4,ana_time_6,ana_vessel_nc,ana_vessel_mc
9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,1,150,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,19123,1,0,0,0,0,1,0,150,0,0,0,0,1,0,0,0
12,0,200,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,19123,0,0,1,0,1,0,1,200,0,0,0,0,1,0,0,1
12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,1,150,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,20123,0,0,1,0,0,1,1,150,0,0,0,1,0,0,0,1
12,0,300,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,20123,0,1,0,0,0,1,0,300,0,0,0,0,1,0,1,0
12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,1,100,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,21123,0,0,0,0,0,1,0,100,0,0,0,0,1,0,0,1
12,0,150,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,21123,0,1,0,0,1,0,0,150,0,0,0,0,1,0,1,0
12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,1,150,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,22123,0,1,0,0,0,0,1,150,0,0,0,0,1,0,0,0
12,0,300,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,22123,0,0,1,0,1,0,0,300,0,0,0,1,0,0,1,0
12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,250,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,23123,0,0,1,1,0,0,0,250,0,0,0,0,0,1,1,0
12,1,200,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,23123,1,0,0,0,0,0,1,200,0,0,0,0,0,1,0,1
12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,300,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,24123,0,0,0,0,0,0,0,300,0,0,0,0,1,0,1,0
12,1,250,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,24123,1,0,0,0,0,1,0,250,0,0,0,0,0,1,0,1
12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,1,100,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,25123,1,0,0,1,0,0,0,100,0,0,0,1,0,0,0,0
12,0,200,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,25123,1,0,0,1,0,0,1,200,0,0,0,0,0,1,0,1
12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,300,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,26123,0,0,1,0,0,1,1,300,0,0,0,0,0,1,0,0
12,1,250,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,26123,0,0,0,0,1,0,1,250,0,0,0,0,0,1,0,1
12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,1,250,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,27123,0,1,0,0,1,0,1,250,0,0,0,0,1,0,1,0
12,0,300,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,27123,0,1,0,0,0,0,1,300,0,0,0,1,0,0,0,1
12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0,150,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,19153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,1,200,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,19153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,1,150,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,20153,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
15,0,300,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,20153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,1,100,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,21153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
15,0,150,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,21153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0,150,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,22153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,0,300,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,22153,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,1,250,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,23153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
15,0,200,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,23153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0,300,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,24153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15,1,250,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,24153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,1,100,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,25153,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,0,200,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,25153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0,300,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,26153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,1,250,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,26153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0,250,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,27153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15,1,300,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,27153,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,1,150,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1161,0,0,0,1,0,0,1,150,0,0,1,1,0,0,1,0
16,0,100,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1161,0,0,0,0,1,0,0,100,1,0,0,0,1,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,1,300,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2161,1,0,0,0,0,0,1,300,0,0,0,0,1,0,0,1
16,0,200,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,2161,0,0,1,0,0,1,1,200,0,1,0,0,1,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,1,150,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3161,1,0,0,1,0,0,0,150,0,1,0,0,0,1,0,0
16,0,250,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,3161,1,0,0,0,0,0,0,250,0,1,0,0,1,0,1,0
16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,0,300,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4161,0,0,1,0,0,0,0,300,0,1,0,0,0,1,0,0
16,1,200,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,4161,0,0,0,0,0,1,1,200,1,0,0,0,0,1,1,0
16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,0,200,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5161,1,0,0,1,0,0,0,200,0,0,0,0,1,0,0,0
16,1,150,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,5161,0,0,1,0,1,0,0,150,0,0,1,0,0,1,0,1
16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,0,100,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,6161,0,0,0,1,0,0,0,100,0,0,1,0,0,1,1,0
16,1,150,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6161,0,0,0,1,0,0,1,150,0,0,1,0,1,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,1,300,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,7161,1,0,0,0,1,0,1,300,1,0,0,0,0,1,1,0
16,0,200,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7161,0,0,0,0,0,1,0,200,0,0,0,0,0,1,0,1
16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,1,100,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,8161,1,0,0,0,0,1,1,100,0,0,1,0,1,0,0,1
16,0,150,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,8161,0,1,0,0,1,0,1,150,0,0,0,0,0,1,0,0
16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,0,250,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,9161,0,1,0,0,1,0,0,250,0,1,0,1,0,0,0,0
16,1,100,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,9161,0,0,1,0,0,0,1,100,0,0,1,1,0,0,1,0
16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,1,250,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,10172,0,1,0,0,0,1,1,250,0,0,1,1,0,0,0,1
17,0,150,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,10172,0,0,0,0,0,0,1,150,0,1,0,0,1,0,1,0
17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,0,200,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,11172,1,0,0,1,0,0,1,200,1,0,0,1,0,0,0,1
17,1,100,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,11172,0,1,0,0,0,1,1,100,0,1,0,0,0,1,1,0
17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,1,200,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,12172,0,0,1,0,0,0,0,200,0,0,1,1,0,0,0,0
17,0,150,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,12172,0,0,1,0,1,0,0,150,0,1,0,0,1,0,0,1
17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,0,200,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,13172,0,0,1,1,0,0,0,200,0,0,0,1,0,0,0,1
17,1,100,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,13172,1,0,0,0,0,1,0,100,0,0,1,1,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,0,250,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,14172,0,0,0,1,0,0,0,250,0,0,1,1,0,0,0,1
17,1,200,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,14172,0,0,1,0,0,1,0,200,0,1,0,1,0,0,1,0
17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,0,100,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15172,0,1,0,0,0,0,0,100,0,0,0,0,1,0,0,0
17,0,300,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,15172,1,0,0,0,1,0,1,300,1,0,0,0,1,0,1,0
17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,0,250,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,16172,1,0,0,0,0,1,1,250,0,0,0,1,0,0,1,0
17,1,100,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,16172,0,1,0,1,0,0,1,100,1,0,0,0,0,1,0,1
17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,0,250,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,17172,0,0,0,0,0,0,1,250,1,0,0,1,0,0,0,0
17,1,150,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,17172,0,0,1,0,0,0,0,150,1,0,0,0,1,0,0,1
17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,1,250,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,18172,0,0,0,1,0,0,1,250,0,0,1,0,0,1,0,0
